"Reservoir","Site","DateTime","Depth_m","Rep","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DateTime","Flag_TN","Flag_TP","Flag_NH4","Flag_NO3NO2","Flag_SRP","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"FCR",50,2014-09-22 12:00:00,0.8,1,201,12.6,6,0,6,NA,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2014-09-22 12:00:00,1.6,1,183,13.4,10,2,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-22 12:00:00,2.8,1,192,10.4,6,2,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-22 12:00:00,3.8,1,197,13.6,8,1,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-22 12:00:00,5,1,262,25.3,7,1,5,1.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-22 12:00:00,6.2,1,181,13.4,7,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-22 12:00:00,8,1,192,12.2,16,0,3,NA,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2014-09-22 12:00:00,9,1,200,10.7,32,2,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,0.1,1,193,15.5,3,1,6,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2014-09-29 12:00:00,0.1,1,NA,NA,8,84,13,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,0.8,1,209,14.4,6,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,1.6,1,206,14.4,10,11,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,2.8,1,222,24,31,0,5,NA,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,3.8,1,220,18,5,2,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,5,1,250,25,7,1,4,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,6.2,1,214,18.5,6,1,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,8,1,178,15.5,8,2,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-09-29 12:00:00,9,1,189,17.3,10,3,7,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,0.1,1,203,14.9,8,NA,5,2.6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2014-10-06 12:00:00,0.1,1,NA,NA,8,57,6,1.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,0.8,1,296,16.5,18,2,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,1.6,1,247,14.9,14,1,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,2.8,1,229,18.4,7,1,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,3.8,1,255,28.8,5,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,5,1,278,22.7,6,1,2,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,6.2,1,250,20.8,7,1,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,8,1,181,14.9,6,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-06 12:00:00,9,1,201,16.9,8,1,3,1.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,0.1,1,215,15.7,5,0,4,2.7,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",100,2014-10-15 12:00:00,0.1,1,NA,NA,7,4,5,3.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,0.8,1,225,18.2,6,1,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,1.6,1,220,16.7,5,1,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,2.8,1,207,17.2,4,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,3.8,1,209,17.2,4,1,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,5,1,234,18.5,3,2,5,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,6.2,1,225,19.4,9,1,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,8,1,186,25.1,17,2,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-15 12:00:00,9,1,203,15,20,1,3,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,0.1,1,218,10,3,6,4,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2014-10-23 12:00:00,0.1,1,NA,NA,3,0,7,1.7,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,0.8,1,206,18,4,2,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,1.6,1,225,13.1,5,1,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,2.8,1,209,14.6,8,1,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,3.8,1,221,16,4,0,4,NA,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,5,1,243,14.8,6,1,5,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,6.2,1,235,21.9,4,1,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,8,1,264,21.6,5,3,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-10-23 12:00:00,9,1,208,22.3,4,1,6,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,0.1,1,197,22.2,3,2,4,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2014-11-10 12:00:00,0.1,1,NA,NA,7,1,8,3.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,0.8,1,224,18.9,4,0,3,NA,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,1.6,1,211,21.1,5,2,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,2.8,1,205,21.2,4,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,3.8,1,208,21.2,4,3,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,5,1,203,23.4,4,1,3,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,6.2,1,202,18.6,4,2,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,8,1,205,17,4,1,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-11-10 12:00:00,9,1,205,23.2,4,2,5,3.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,0.1,1,181,15.9,4,0,4,NA,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",100,2014-12-10 12:00:00,0.1,1,NA,NA,7,0,6,NA,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,0.8,1,184,13.4,6,4,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,1.6,1,181,15.6,4,3,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,2.8,1,176,18.9,5,2,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,3.8,1,182,14.5,7,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,5,1,179,13.4,3,2,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,6.2,1,201,11.7,6,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,8,1,187,18,4,1,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2014-12-10 12:00:00,9,1,185,9.4,4,1,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-02-06 12:00:00,0.1,1,130,7.8,11,3,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-02-06 12:00:00,0.1,1,113,10,14,16,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-02-06 12:00:00,1.6,1,146,15.4,12,3,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-02-06 12:00:00,3.8,1,131,11.7,12,4,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-02-06 12:00:00,5,1,132,13.2,12,2,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-02-06 12:00:00,6.2,1,141,16.3,20,56,17,NA,NA,NA,NA,1,0,0,7,7,7,0,0,0,0
"FCR",50,2015-02-06 12:00:00,8,1,140,15,11,2,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-02-06 12:00:00,9,1,133,14.1,12,2,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-16 12:00:00,0.1,1,274,16.9,14,3,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-03-16 12:00:00,0.1,1,133,9.1,16,25,6,1.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-16 12:00:00,3.8,1,132,14.5,22,4,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-16 12:00:00,5,1,129,12.5,13,3,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-16 12:00:00,6.2,1,127,15.8,12,3,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-16 12:00:00,8,1,161,13.7,46,9,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-16 12:00:00,9,1,198,14.9,85,10,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-31 12:00:00,0.1,1,170,18.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-03-31 12:00:00,0.1,1,156,17.2,NA,NA,NA,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-31 12:00:00,1.6,1,138,16,15,3,7,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-31 12:00:00,3.8,1,138,14,13,5,7,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-31 12:00:00,5,1,141,14.9,NA,NA,NA,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-31 12:00:00,6.2,1,130,14.4,NA,NA,NA,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-31 12:00:00,8,1,126,13.5,14,9,4,4.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-03-31 12:00:00,9,1,118,14.2,13,5,4,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-07 12:00:00,0.1,1,296,32.6,NA,NA,NA,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-04-07 12:00:00,0.1,1,187,22,15,35,6,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-07 12:00:00,1.6,1,114,11.9,12,3,6,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-07 12:00:00,3.8,1,136,17.6,14,3,7,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-07 12:00:00,5,1,150,18.2,12,2,6,1.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-07 12:00:00,6.2,1,122,13.9,12,2,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-07 12:00:00,8,1,105,12.2,14,3,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-07 12:00:00,9,1,114,12.7,20,3,5,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,0.1,1,148,16.3,13,1,7,1.7,NA,NA,NA,1,0,0,7,0,7,0,0,0,0
"FCR",100,2015-04-13 12:00:00,0.1,1,185,21.4,16,35,7,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,0.8,1,160,15.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,1.6,1,149,17.2,13,3,7,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,2.8,1,115,16.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,3.8,1,156,16.7,12,3,6,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,5,1,160,15.9,12,2,6,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,6.2,1,152,13.2,16,1,5,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,8,1,141.5,16,33,4,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-13 12:00:00,9,1,144,16,40,6,4,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,0.1,1,145,17.2,12,2,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,0.8,1,142,16.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,1.6,1,154,16.8,12,3,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,2.8,1,143,15.6,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,3.8,1,149,12.5,13,3,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,5,1,157,15.2,14,3,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,6.2,1,168,18.7,16,4,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,8,1,158,13.5,42,6,10,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-16 12:00:00,9,1,173,13.3,66,6,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,0.1,1,165,17.9,9,3,10,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,0.8,1,151,18.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,1.6,1,158,18.7,4,1,8,NA,NA,NA,NA,1,0,0,7,7,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,2.8,1,204,18.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,3.8,1,166,17.4,4,3,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,5,1,188,14.6,17,4,19,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,6.2,1,165,13.7,33,4,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,8,1,154,12.5,35,4,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-19 12:00:00,9,1,209,16.2,86,9,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-21 12:00:00,0.1,1,153,17.8,7,4,5,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-04-21 12:00:00,0.1,1,182,21.1,8,23,7,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-21 12:00:00,1.6,1,152,18.6,7,5,6,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-21 12:00:00,2.8,1,141.5,18.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-21 12:00:00,3.8,1,138,14.7,6,4,5,1.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-21 12:00:00,5,1,125,14.7,5,3,4,1.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-21 12:00:00,6.2,1,111,13.2,10,5,3,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-21 12:00:00,8,1,217,12.6,64,7,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-21 12:00:00,9,1,175,8.7,76,8,6,1.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-25 12:00:00,0.1,1,138,11.2,5,4,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-25 12:00:00,1.6,1,138,13.3,4,3,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-25 12:00:00,2.8,1,131,17.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-25 12:00:00,3.8,1,139,16.5,8,5,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-25 12:00:00,5,1,142,12.3,14,6,3,NA,NA,NA,NA,1,0,0,7,0,7,0,0,0,0
"FCR",50,2015-04-25 12:00:00,6.2,1,117,7.7,42,2,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-25 12:00:00,8,1,135.5,17.8,44,7,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-25 12:00:00,9,1,NA,62,93,10,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-28 12:00:00,0.1,1,149,15.4,7,0,6,1.9,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",100,2015-04-28 12:00:00,0.1,1,167,16.5,16,22,5,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-28 12:00:00,0.8,1,149,16.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-28 12:00:00,1.6,1,135,12.5,13,3,9,1.9,NA,NA,NA,1,0,0,7,7,7,0,0,0,0
"FCR",50,2015-04-28 12:00:00,2.8,1,141,15.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-28 12:00:00,3.8,1,120,19.8,12,2,7,2.1,NA,NA,NA,1,0,0,7,0,7,0,0,0,0
"FCR",50,2015-04-28 12:00:00,5,1,147,15.3,13,4,5,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-28 12:00:00,6.2,1,131,15.4,45,7,7,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-28 12:00:00,8,1,248,24.6,37,4,5,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-04-28 12:00:00,9,1,242,13.6,145,9,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-01 12:00:00,0.1,1,139,15.7,6,5,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-01 12:00:00,1.6,1,154,15.4,5,3,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-01 12:00:00,2.8,1,158,17.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-01 12:00:00,3.8,1,120,31.6,8,2,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-01 12:00:00,5,1,117,13.2,3,3,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-01 12:00:00,6.2,1,123,14.4,8,5,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-01 12:00:00,8,1,171,14,60,8,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-01 12:00:00,9,1,163.5,14.1,76,9,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,0.1,1,139,12.1,18,4,8,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-05-05 12:00:00,0.1,1,164,22.6,14,28,8,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,0.8,1,135,12.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,1.6,1,131,10.9,15,4,6,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,2.8,1,140,15.2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,3.8,1,141,16.7,14,3,9,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,5,1,137,14.5,13,4,6,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,6.2,1,168,15.2,15,3,9,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,8,1,178,13,60,7,6,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-05 12:00:00,9,1,209,12.2,89,8,5,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-11 12:00:00,0.1,1,196,11.2,13,3,7,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-11 12:00:00,1.6,1,113,12.8,15,4,8,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-11 12:00:00,3.8,1,121.5,16.8,16,2,8,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-11 12:00:00,5,1,179,16.8,12,2,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-11 12:00:00,6.2,1,149,10.7,15,4,5,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-11 12:00:00,8,1,326,31,NA,NA,NA,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-11 12:00:00,9,1,227.5,17.8,NA,NA,NA,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-05-12 12:00:00,0.1,1,180,18.3,16,53,6,1.6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-18 12:00:00,0.1,1,129.5,13.5,12,2,6,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-05-18 12:00:00,0.1,1,174,20.4,13,65,7,1.6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-18 12:00:00,1.6,1,138,16.6,13,2,7,3.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-18 12:00:00,3.8,1,155,15.7,13,4,5,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-18 12:00:00,5,1,169,20.1,NA,NA,NA,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-18 12:00:00,6.2,1,174,19.4,13,3,4,3.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-18 12:00:00,8,1,266,34.1,14,4,7,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-18 12:00:00,9,1,179,15.1,13,5,7,3.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-25 12:00:00,0.1,1,106,12.9,4,3,5,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2015-05-25 12:00:00,0.1,1,171,20.4,6,43,6,1.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-25 12:00:00,1.6,1,133,13.9,4,3,5,2.2,NA,NA,NA,1,7,7,7,7,7,0,0,0,0
"FCR",50,2015-05-25 12:00:00,3.8,1,140,14.2,6,3,6,1.9,NA,NA,NA,1,7,7,7,7,7,0,0,0,0
"FCR",50,2015-05-25 12:00:00,5,1,146,19,4,2,3,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-25 12:00:00,6.2,1,202,34.4,7,7,5,1.8,NA,NA,NA,1,7,7,7,7,7,0,0,0,0
"FCR",50,2015-05-25 12:00:00,8,1,224,29,8,4,5,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-05-25 12:00:00,9,1,186,20.7,7,4,3,1.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2015-06-01 12:00:00,0.1,1,NA,NA,38,2,7,1.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
